Name,Link,Birth Date,Height (meter),Weight (Kg),Nationalities,Total points,Per Game Point,Total Rebounds,Per Game Rebounds,Total Assists,Per Game Assists
Jim Pollard,https://en.wikipedia.org/wiki/Jim_Pollard,1922-07-09,1.93,84.0,American,5762.0,13.2,2487.0,7.8,1417.0,3.2
Scot Pollard,https://en.wikipedia.org/wiki/Scot_Pollard,1975-02-12,2.11,126.0,American,2222.0,4.4,2351.0,4.6,,
Ralph Polson,https://en.wikipedia.org/wiki/Ralph_Polson_(basketball),1929-10-26,2.01,91.0,American,,,,,,
Olden Polynice,https://en.wikipedia.org/wiki/Olden_Polynice,1964-11-21,2.11,100.0,Haitian,8265.0,7.8,7110.0,6.7,,
John Poncar,https://en.wikipedia.org/wiki/John_Poncar,1913-10-16,1.91,86.0,American,,,,,,
Cliff Pondexter,https://en.wikipedia.org/wiki/Cliff_Pondexter,1954-09-15,2.06,106.0,American,1556.0,6.0,1272.0,4.9,252.0,1.0
Quincy Pondexter,https://en.wikipedia.org/wiki/Quincy_Pondexter,1988-03-10,2.01,102.0,American,,,,,,
David Pope,https://en.wikipedia.org/wiki/David_Pope_(basketball),1962-04-15,2.01,100.0,American,,,,,,
Mark Pope,https://en.wikipedia.org/wiki/Mark_Pope,1972-09-11,2.08,107.0,American,,,,,,
Dave Popson,https://en.wikipedia.org/wiki/Dave_Popson,1964-05-17,2.08,100.0,American,,,,,,
Ben Poquette,https://en.wikipedia.org/wiki/Ben_Poquette,1955-05-07,2.06,107.0,American,4899.0,6.8,3371.0,5.2,,
Chris Porter,https://en.wikipedia.org/wiki/Chris_Porter_(basketball),1978-05-09,2.01,97.0,American,,,,,,
Howard Porter,https://en.wikipedia.org/wiki/Howard_Porter_(basketball),1948-08-31,2.03,100.0,American,4215.0,9.2,1872.0,4.1,,
Kevin Porter,https://en.wikipedia.org/wiki/Kevin_Porter_(basketball),1950-04-17,1.83,77.0,American,7645.0,11.6,1179.0,1.8,5314.0,8.1
Otto Porter,https://en.wikipedia.org/wiki/Otto_Porter,1993-06-03,2.03,90.0,American,,,,,,
Terry Porter,https://en.wikipedia.org/wiki/Terry_Porter,1963-04-08,1.91,88.0,American,15586.0,12.2,,,7160.0,5.6
Willie Porter,https://en.wikipedia.org/wiki/Willie_Porter,1942-07-03,2.01,93.0,American,,,,,,
Bobby Portis,https://en.wikipedia.org/wiki/Bobby_Portis,1995-02-10,2.11,112.0,American,,,,,,
Bob Portman,https://en.wikipedia.org/wiki/Bob_Portman,1947-03-22,1.96,91.0,American,1254.0,5.7,729.0,3.3,128.0,0.6
James Posey,https://en.wikipedia.org/wiki/James_Posey,1977-01-13,2.03,98.0,American,,,,,,
Lou Possner,https://en.wikipedia.org/wiki/Lou_Possner,1917-08-11,1.91,,American,,,,,,
Lavor Postell,https://en.wikipedia.org/wiki/Lavor_Postell,1978-02-26,1.98,98.0,American,,,,,,
John Postley,https://en.wikipedia.org/wiki/John_Postley,,,,,,,,,,
Vitaly Potapenko,https://en.wikipedia.org/wiki/Vitaly_Potapenko,1975-03-21,2.08,127.0,Ukrainian,3995.0,6.5,2725.0,4.5,418.0,0.7
Leon Powe,https://en.wikipedia.org/wiki/Leon_Powe,1984-01-22,2.03,109.0,American,,,,,,
Cincy Powell,https://en.wikipedia.org/wiki/Cincy_Powell,1942-02-25,2.01,100.0,American,9746.0,16.3,4582.0,7.6,1330.0,2.2
Dwight Powell,https://en.wikipedia.org/wiki/Dwight_Powell,1991-07-20,2.11,109.0,Canadian,,,,,,
Josh Powell,https://en.wikipedia.org/wiki/Josh_Powell,1983-01-25,2.06,109.0,American,,,,,,
Kasib Powell,https://en.wikipedia.org/wiki/Kasib_Powell,1981-03-18,2.01,100.0,American,,,,,,
Norman Powell,https://en.wikipedia.org/wiki/Norman_Powell_(basketball),1993-05-25,1.93,98.0,American,,,,,,
Roger Powell,https://en.wikipedia.org/wiki/Roger_Powell_(basketball),1983-01-15,1.98,100.0,American,,,,,,
Alex Poythress,https://en.wikipedia.org/wiki/Alex_Poythress,1993-09-06,2.01,108.0,American,,,,,,
Marlbert Pradd,https://en.wikipedia.org/wiki/Marlbert_Pradd,"November 17, 1944",1.91,77.0,American,332.0,4.2,76.0,1.0,26.0,0.3
Mike Pratt,https://en.wikipedia.org/wiki/Mike_Pratt_(basketball),,,,,,,,,,
Paul Pressey,https://en.wikipedia.org/wiki/Paul_Pressey,1958-12-24,1.96,84.0,American,7664.0,10.6,2798.0,3.9,3715.0,5.1
Phil Pressey,https://en.wikipedia.org/wiki/Phil_Pressey,1991-02-17,1.8,80.0,American,,,,,,
Babe Pressley,https://en.wikipedia.org/wiki/Babe_Pressley,1916-09-21,1.88,88.0,American,,,,,,
Dominic Pressley,https://en.wikipedia.org/wiki/Dominic_Pressley,1964-05-30,1.88,77.0,American,,,,,,
Harold Pressley,https://en.wikipedia.org/wiki/Harold_Pressley,1963-07-14,2.01,95.0,American,2702.0,9.0,1339.0,4.5,,
Steve Previs,https://en.wikipedia.org/wiki/Steve_Previs,1950-02-09,1.91,83.0,American,,,,,,
Brent Price,https://en.wikipedia.org/wiki/Brent_Price,1968-12-08,1.85,75.0,American,2481.0,5.9,,,1236.0,3.9
Jim Price,https://en.wikipedia.org/wiki/Jim_Price_(basketball),1949-11-27,1.91,88.0,American,5088.0,10.0,1566.0,3.1,1886.0,3.7
Mark Price,https://en.wikipedia.org/wiki/Mark_Price,1964-02-15,1.83,77.0,American,10989.0,15.2,1848.0,2.6,4863.0,6.7
Mike Price,https://en.wikipedia.org/wiki/Mike_Price_(basketball),1948-09-11,1.91,91.0,American,,,,,,
Paul Price,https://en.wikipedia.org/wiki/Paul_Price_(basketball),,,,American,,,,,,
Ronnie Price,https://en.wikipedia.org/wiki/Ronnie_Price,1983-06-21,1.88,86.0,American,,,,,,
Tony Price,https://en.wikipedia.org/wiki/Tony_Price_(basketball),1957-01-05,1.98,86.0,American,,,,,,
Bob Priddy,https://en.wikipedia.org/wiki/Bob_Priddy_(basketball),1930-03-24,1.91,86.0,American,36.0,2.3,36.0,2.3,7.0,0.4
Pablo Prigioni,https://en.wikipedia.org/wiki/Pablo_Prigioni,1977-05-17,1.93,84.0,"Argentine,Italian",,,,,,
Taurean Prince,https://en.wikipedia.org/wiki/Taurean_Prince,1994-03-22,2.03,100.0,American,,,,,,
Tayshaun Prince,https://en.wikipedia.org/wiki/Tayshaun_Prince,1980-02-28,2.06,96.0,American,,,,,,
John Pritchard,https://en.wikipedia.org/wiki/John_Pritchard_(basketball),1927-01-23,2.06,100.0,American,22.0,3.1,,,8.0,1.1
Kevin Pritchard,https://en.wikipedia.org/wiki/Kevin_Pritchard,1967-07-17,1.91,82.0,American,,,,,,
Laron Profit,https://en.wikipedia.org/wiki/Laron_Profit,1977-08-05,1.96,93.0,American,,,,,,
Joe Proksa,https://en.wikipedia.org/wiki/Joe_Proksa,1914-06-30,1.85,84.0,American,,,,,,
Gabe Pruitt,https://en.wikipedia.org/wiki/Gabe_Pruitt,1986-04-19,1.93,84.0,American,,,,,,
Joel Przybilla,https://en.wikipedia.org/wiki/Joel_Przybilla,1979-10-10,2.16,111.0,American,2293.0,3.9,3665.0,6.2,,
Les Pugh,https://en.wikipedia.org/wiki/Les_Pugh,1922-09-18,2.01,86.0,,,,,,,
Roy Pugh,https://en.wikipedia.org/wiki/Roy_Pugh,1922-10-16,1.98,95.0,American,32.0,1.4,,,9.0,0.4
Anthony Pullard,https://en.wikipedia.org/wiki/Anthony_Pullard,,,,,,,,,,
Don Putman,https://en.wikipedia.org/wiki/Don_Putman,1922-11-13,1.85,77.0,American,,,,,,
Scoop Putnam,https://en.wikipedia.org/wiki/Scoop_Putnam,1912-09-08,1.83,79.0,American,,,,,,
Dave Quabius,https://en.wikipedia.org/wiki/Dave_Quabius,1916-03-16,1.8,,American,,,,,,
Tim Quarterman,https://en.wikipedia.org/wiki/Tim_Quarterman,1994-10-27,1.98,86.0,American,,,,,,
Bob Quick,https://en.wikipedia.org/wiki/Bob_Quick_(basketball),1946-03-05,1.96,98.0,American,848.0,6.0,395.0,2.8,94.0,0.7
Jim Quinlan,https://en.wikipedia.org/wiki/Jim_Quinlan,1922-05-29,1.93,93.0,American,,,,,,
Bart Quinn,https://en.wikipedia.org/wiki/Bart_Quinn,1917-02-19,1.88,91.0,American,,,,,,
Chris Quinn,https://en.wikipedia.org/wiki/Chris_Quinn,1983-09-27,1.88,79.0,American,,,,,,
Brian Quinnett,https://en.wikipedia.org/wiki/Brian_Quinnett,1966-05-30,2.03,107.0,American,,,,,,
Mike Dabich,https://en.wikipedia.org/wiki/Mike_Dabich,1942-12-27,2.13,110.0,American,,,,,,
Ed Dahler,https://en.wikipedia.org/wiki/Ed_Dahler,1926-01-31,1.96,86.0,American,35.0,2.5,22.0,1.6,5.0,0.4
Quintin Dailey,https://en.wikipedia.org/wiki/Quintin_Dailey,1961-01-22,1.91,82.0,American,7470.0,14.1,1307.0,2.5,1188.0,2.3
Samuel Dalembert,https://en.wikipedia.org/wiki/Samuel_Dalembert,1981-05-10,2.11,113.0,"Haitian,Canadian",,,,,,
Howie Dallmar,https://en.wikipedia.org/wiki/Howie_Dallmar,1922-05-04,1.93,91.0,American,,,,,,
Erick Dampier,https://en.wikipedia.org/wiki/Erick_Dampier,1975-07-14,2.11,120.0,American,,,,,,
Louie Dampier,https://en.wikipedia.org/wiki/Louie_Dampier,1944-11-20,1.83,77.0,American,15279.0,17.1,2543.0,2.8,4687.0,5.2
Ed Dancker,https://en.wikipedia.org/wiki/Ed_Dancker,,,,,,,,,,
Bob Dandridge,https://en.wikipedia.org/wiki/Bob_Dandridge,1947-11-15,1.98,88.0,American,15530.0,18.5,5715.0,6.8,2846.0,3.4
Antonio Daniels,https://en.wikipedia.org/wiki/Antonio_Daniels,1975-03-19,1.93,88.0,American,6623.0,7.6,,,2934.0,3.4
Erik Daniels,https://en.wikipedia.org/wiki/Erik_Daniels,1982-04-01,2.03,98.0,American,,,,,,
Lloyd Daniels,https://en.wikipedia.org/wiki/Lloyd_Daniels,,,,,,,,,,
Marquis Daniels,https://en.wikipedia.org/wiki/Marquis_Daniels,1981-01-07,1.98,91.0,American,,,,,,
Mel Daniels,https://en.wikipedia.org/wiki/Mel_Daniels,1944-07-20,2.06,100.0,American,11778.0,18.4,9528.0,14.9,1140.0,1.8
Troy Daniels,https://en.wikipedia.org/wiki/Troy_Daniels,1991-07-15,1.93,93.0,American,,,,,,
Sasha Danilovic,https://en.wikipedia.org/wiki/Predrag_Danilovi%C4%87,1970-02-26,2.01,95.0,Serbian,,,,,,
Adrian Dantley,https://en.wikipedia.org/wiki/Adrian_Dantley,1955-02-28,1.96,94.0,American,23177.0,24.3,5455.0,5.7,2830.0,3.0
Pete Darcey,https://en.wikipedia.org/wiki/Pete_Darcey,1930-03-03,2.01,98.0,American,,,,,,
Jimmy Darden,https://en.wikipedia.org/wiki/Jimmy_Darden,1922-06-19,1.85,77.0,American,211.0,8.1,,,67.0,2.6
Ollie Darden,https://en.wikipedia.org/wiki/Ollie_Darden,,,,,,,,,,
Yinka Dare,https://en.wikipedia.org/wiki/Yinka_Dare,1972-10-10,2.17,120.0,Nigerian,233.0,2.1,281.0,2.6,,
Jesse Dark,https://en.wikipedia.org/wiki/Jesse_Dark,,,,,,,,,,
Rick Darnell,https://en.wikipedia.org/wiki/Rick_Darnell,1953-01-01,2.08,98.0,American,,,,,,
Jimmy Darrow,https://en.wikipedia.org/wiki/Jimmy_Darrow,"September 25, 1937",1.78,77.0,American,,,,,,
Luigi Datome,https://en.wikipedia.org/wiki/Luigi_Datome,1987-11-27,2.03,98.0,Italian,,,,,,
Brad Daugherty,https://en.wikipedia.org/wiki/Brad_Daugherty_(basketball),1965-10-19,2.13,111.0,American,10389.0,19.0,5227.0,9.5,2028.0,3.7
Mack Daughtry,https://en.wikipedia.org/wiki/Mack_Daughtry,,,,,,,,,,
Kornel David,https://en.wikipedia.org/wiki/Korn%C3%A9l_D%C3%A1vid,1971-10-22,2.06,107.0,Hungarian,,,,,,
Jermareo Davidson,https://en.wikipedia.org/wiki/Jermareo_Davidson,1984-11-15,2.08,104.0,American,,,,,,
Bob Davies,https://en.wikipedia.org/wiki/Bob_Davies,1920-01-15,1.85,79.0,American,6594.0,14.3,980.0,2.9,2250.0,4.9
Brandon Davies,https://en.wikipedia.org/wiki/Brandon_Davies,1991-07-25,2.08,109.0,American,,,,,,
Anthony Davis,https://en.wikipedia.org/wiki/Anthony_Davis_(basketball),1993-03-11,2.11,115.0,American,,,,,,
Antonio Davis,https://en.wikipedia.org/wiki/Antonio_Davis,1968-10-31,2.06,98.0,American,9041.0,10.0,6755.0,7.5,,
Aubrey Davis,https://en.wikipedia.org/wiki/Aubrey_Davis,,,,,,,,,,
Baron Davis,https://en.wikipedia.org/wiki/Baron_Davis,1979-04-13,1.91,98.0,American,13447.0,16.1,,,6025.0,7.2
Ben Davis,https://en.wikipedia.org/wiki/Ben_Davis_(basketball),1972-12-26,2.06,110.0,American,,,,,,
Bill Davis,https://en.wikipedia.org/wiki/Bill_Davis_(basketball),,,,,,,,,,
Bob Davis,https://en.wikipedia.org/wiki/Bob_Davis_(basketball),,,,,,,,,,
Brad Davis,https://en.wikipedia.org/wiki/Brad_Davis_(basketball),1955-12-17,1.91,82.0,American,7866.0,8.2,1738.0,1.8,4709.0,4.9
Brian Davis,https://en.wikipedia.org/wiki/Brian_Davis_(basketball),1970-06-21,2.01,91.0,American,,,,,,
Charles Davis,"https://en.wikipedia.org/wiki/Charles_Davis_(basketball,_born_1958)",1958-10-05,2.01,98.0,American,2214.0,5.3,1008.0,2.4,309.0,0.7
Charlie Davis,https://en.wikipedia.org/wiki/Charlie_Davis_(basketball),1949-09-07,1.88,73.0,American,1287.0,8.9,219.0,1.5,319.0,2.2
Dale Davis,https://en.wikipedia.org/wiki/Dale_Davis_(basketball),1969-03-25,2.11,114.0,American,8706.0,8.0,8605.0,7.9,,
Deyonta Davis,https://en.wikipedia.org/wiki/Deyonta_Davis,1996-12-02,2.08,109.0,American,,,,,,
Dwight Davis,https://en.wikipedia.org/wiki/Dwight_Davis_(basketball),1949-10-28,2.03,100.0,American,2936.0,8.6,1991.0,5.9,529.0,1.6
Ed Davis,https://en.wikipedia.org/wiki/Ed_Davis_(basketball),1989-06-05,2.08,111.0,American,,,,,,
Emanual Davis,https://en.wikipedia.org/wiki/Emanual_Davis,1968-08-27,1.93,88.0,American,,,,,,
Glen Davis,https://en.wikipedia.org/wiki/Glen_Davis_(basketball),1986-01-01,2.06,131.0,American,,,,,,
Harry Davis,https://en.wikipedia.org/wiki/Harry_Davis_(basketball),1956-01-27,2.01,100.0,American,,,,,,
Hubert Davis,https://en.wikipedia.org/wiki/Hubert_Davis,1970-05-17,1.96,83.0,American,5583.0,8.2,1045.0,1.5,1172.0,1.7
Jim Davis,https://en.wikipedia.org/wiki/Jim_Davis_(basketball),1941-12-18,2.06,102.0,American,3997.0,6.7,3109.0,5.2,739.0,1.2
Johnny Davis,https://en.wikipedia.org/wiki/Johnny_Davis_(basketball),1955-10-21,1.88,77.0,American,9710.0,12.9,1505.0,2.0,3368.0,4.5
Josh Davis,https://en.wikipedia.org/wiki/Josh_Davis_(basketball),1980-08-10,2.03,107.0,American,,,,,,
Lee Davis,https://en.wikipedia.org/wiki/Lee_Davis,1945-10-11,2.03,107.0,,,,,,,
Mark Davis,"https://en.wikipedia.org/wiki/Mark_Davis_(basketball,_born_1963)",1963-06-08,1.98,88.0,American,,,,,,
Mark Davis,"https://en.wikipedia.org/wiki/Mark_Davis_(basketball,_born_1973)",1973-04-26,2.01,95.0,American,1261.0,5.5,697.0,3.0,294.0,1.3
Mel Davis,https://en.wikipedia.org/wiki/Mel_Davis,1950-11-09,1.98,100.0,American,,,,,,
Mickey Davis,https://en.wikipedia.org/wiki/Mickey_Davis,1950-06-16,2.01,88.0,American,1542.0,5.0,841.0,2.7,304.0,1.0
Mike Davis,"https://en.wikipedia.org/wiki/Mike_Davis_(basketball,_born_1946)",1946-07-26,1.91,83.0,American,2443.0,10.1,511.0,2.1,412.0,2.7
Mike Davis,"https://en.wikipedia.org/wiki/Mike_Davis_(basketball,_born_1956)",,2.08,104.0,American,,,,,,
Monti Davis,https://en.wikipedia.org/wiki/Monti_Davis,1958-07-26,2.01,93.0,American,,,,,,
Paul Davis,https://en.wikipedia.org/wiki/Paul_Davis_(basketball),1984-07-21,2.11,122.0,American,,,,,,
Ralph Davis,https://en.wikipedia.org/wiki/Ralph_Davis_(basketball),1938-09-07,1.93,82.0,American,1195.0,8.0,248.0,1.7,424.0,2.8
Red Davis,https://en.wikipedia.org/wiki/Red_Davis_(basketball),,,,,,,,,,
Ricky Davis,https://en.wikipedia.org/wiki/Ricky_Davis,1979-09-23,2.01,88.0,American,,,,,,
Ron Davis,https://en.wikipedia.org/wiki/Ron_Davis_(basketball),1954-05-01,1.98,90.0,American,,,,,,
Terry Davis,https://en.wikipedia.org/wiki/Terry_Davis_(basketball),1967-06-17,2.06,102.0,American,,,,,,
Walter Davis,https://en.wikipedia.org/wiki/Walter_Davis_(basketball),1954-09-09,1.98,88.0,American,19521.0,18.9,,,3878.0,3.8
Walt Davis,https://en.wikipedia.org/wiki/Walt_Davis,1931-01-05,2.03,93.0,American,1558.0,4.8,1397.0,4.3,231.0,0.7
Warren Davis,https://en.wikipedia.org/wiki/Warren_Davis_(basketball),,,,,,,,,,
Willie Davis,https://en.wikipedia.org/wiki/Willie_Davis_(basketball),,,,,,,,,,
Andre Dawkins,https://en.wikipedia.org/wiki/Andre_Dawkins,1991-09-19,1.93,93.0,American,,,,,,
Darryl Dawkins,https://en.wikipedia.org/wiki/Darryl_Dawkins,1957-01-11,2.11,114.0,American,8733.0,12.0,4432.0,6.1,,
Johnny Dawkins,https://en.wikipedia.org/wiki/Johnny_Dawkins,1963-09-28,1.88,75.0,American,,,,,,
Paul Dawkins,https://en.wikipedia.org/wiki/Paul_Dawkins,1957-06-10,1.96,91.0,"American,Turkish",,,,,,
Branden Dawson,https://en.wikipedia.org/wiki/Branden_Dawson,1993-02-01,1.98,104.0,American,,,,,,
Eric Dawson,https://en.wikipedia.org/wiki/Eric_Dawson,1984-07-07,2.06,113.0,American,,,,,,
Jamie Dawson,https://en.wikipedia.org/wiki/Jamie_Dawson,1922-07-09,2.01,95.0,American,,,,,,
Jimmy Dawson,"https://en.wikipedia.org/wiki/Jimmy_Dawson_(basketball,_born_1945)",,,,,,,,,,
Tony Dawson,https://en.wikipedia.org/wiki/Tony_Dawson,1967-08-25,2.01,95.0,American,,,,,,
Todd Day,https://en.wikipedia.org/wiki/Todd_Day,1970-01-07,1.98,85.0,American,5917.0,12.3,1649.0,3.4,713.0,1.5
Austin Daye,https://en.wikipedia.org/wiki/Austin_Daye,1988-06-05,2.11,100.0,American,,,,,,
Darren Daye,https://en.wikipedia.org/wiki/Darren_Daye,1960-11-30,2.03,100.0,American,,,,,,
Greg Deane,https://en.wikipedia.org/wiki/Greg_Deane,,,,,,,,,,
Billy DeAngelis,https://en.wikipedia.org/wiki/Billy_DeAngelis,,,,,,,,,,
Dave DeBusschere,https://en.wikipedia.org/wiki/Dave_DeBusschere,1940-10-16,1.98,100.0,American,14053.0,16.1,9618.0,11.0,2497.0,2.9
Andrew DeClercq,https://en.wikipedia.org/wiki/Andrew_DeClercq,1973-02-01,2.08,116.0,American,2815.0,4.8,2488.0,4.2,339.0,0.6
Nando de Colo,https://en.wikipedia.org/wiki/Nando_de_Colo,1987-06-23,1.96,91.0,French,,,,,,
Dewayne Dedmon,https://en.wikipedia.org/wiki/Dewayne_Dedmon,1989-08-12,2.13,111.0,American,,,,,,
Don Dee,https://en.wikipedia.org/wiki/Don_Dee,1943-08-09,2.03,95.0,American,,,,,,
Archie Dees,https://en.wikipedia.org/wiki/Archie_Dees,1936-02-22,2.03,93.0,American,1548.0,8.1,907.0,4.8,132.0,0.7
Terry Dehere,https://en.wikipedia.org/wiki/Terry_Dehere,1971-09-12,1.88,86.0,American,3235.0,8.0,588.0,1.5,1034.0,2.6
Pick Dehner,https://en.wikipedia.org/wiki/Pick_Dehner,1914-08-29,1.93,,American,,,,,,
Red Dehnert,https://en.wikipedia.org/wiki/Red_Dehnert,1924-01-24,1.91,79.0,American,,,,,,
Sam Dekker,https://en.wikipedia.org/wiki/Sam_Dekker,1994-05-06,2.06,104.0,American,,,,,,
Malcolm Delaney,https://en.wikipedia.org/wiki/Malcolm_Delaney,1989-03-11,1.91,86.0,American,,,,,,
Bison Dele,https://en.wikipedia.org/wiki/Bison_Dele,1969-04-06,2.08,118.0,American,4536.0,11.0,2564.0,6.2,,
Carlos Delfino,https://en.wikipedia.org/wiki/Carlos_Delfino,1982-08-29,1.98,104.0,"Argentine,Italian",,,,,,
Tony Delk,https://en.wikipedia.org/wiki/Tony_Delk,1974-01-28,1.85,86.0,American,4957.0,9.1,1351.0,2.5,1024.0,1.9
Vinny Del Negro,https://en.wikipedia.org/wiki/Vinny_Del_Negro,1966-08-09,1.93,86.0,"American,Italian",7038.0,9.1,1810.0,2.3,2484.0,3.2
Matthew Dellavedova,https://en.wikipedia.org/wiki/Matthew_Dellavedova,1990-09-08,1.93,90.0,Australian,,,,,,
Nate DeLong,https://en.wikipedia.org/wiki/Nate_DeLong,1926-01-05,1.98,100.0,,,,,,,
Fennis Dembo,https://en.wikipedia.org/wiki/Fennis_Dembo,1966-01-24,1.96,98.0,American,,,,,,
Larry Demic,https://en.wikipedia.org/wiki/Larry_Demic,1957-06-27,2.06,102.0,American,,,,,,
Dell Demps,https://en.wikipedia.org/wiki/Dell_Demps,1970-02-12,1.91,93.0,American,,,,,,
George Dempsey,https://en.wikipedia.org/wiki/George_Dempsey_(basketball),1929-07-19,1.88,86.0,American,1574.0,5.0,1125.0,3.6,711.0,2.3
Luol Deng,https://en.wikipedia.org/wiki/Luol_Deng,1985-04-16,2.06,100.0,"Sudanese,British",,,,,,
Kenny Dennard,https://en.wikipedia.org/wiki/Kenny_Dennard,1958-10-18,2.03,100.0,American,,,,,,
Blaine Denning,https://en.wikipedia.org/wiki/Blaine_Denning,1930-09-09,1.88,79.0,American,,,,,,
Justin Dentmon,https://en.wikipedia.org/wiki/Justin_Dentmon,1985-09-05,1.83,84.0,American,,,,,,
Randy Denton,https://en.wikipedia.org/wiki/Randy_Denton,1949-02-18,2.08,109.0,American,4749.0,11.5,3547.0,8.6,528.0,1.3
Joe DePre,https://en.wikipedia.org/wiki/Joe_DePre,,,,,,,,,,
Rod Derline,https://en.wikipedia.org/wiki/Rod_Derline,1952-03-11,1.83,79.0,American,,,,,,
DeMar DeRozan,https://en.wikipedia.org/wiki/DeMar_DeRozan,1989-08-07,2.01,100.0,American,,,,,,
Dave Deutsch,https://en.wikipedia.org/wiki/Dave_Deutsch,,,,,,,,,,
Corky Devlin,https://en.wikipedia.org/wiki/Corky_Devlin,1931-12-21,1.96,88.0,American,1496.0,13.4,449.0,4.0,446.0,4.0
Hal Devoll,https://en.wikipedia.org/wiki/Hal_Devoll,1923-09-29,1.98,95.0,American,,,,,,
Bob DeWeese,https://en.wikipedia.org/wiki/Bob_DeWeese_(basketball),1915-11-08,1.8,73.0,American,,,,,,
Hank DeZonie,https://en.wikipedia.org/wiki/Hank_DeZonie,1922-02-12,1.98,98.0,American,,,,,,
Derrick Dial,https://en.wikipedia.org/wiki/Derrick_Dial,1975-12-20,1.93,84.0,American,,,,,,
Cheick Diallo,https://en.wikipedia.org/wiki/Cheick_Diallo,1996-09-13,2.06,100.0,Malian,,,,,,
Boris Diaw,https://en.wikipedia.org/wiki/Boris_Diaw,1982-04-16,2.03,113.0,French,,,,,,
Yakhouba Diawara,https://en.wikipedia.org/wiki/Yakhouba_Diawara,1982-08-29,2.01,102.0,French,,,,,,
Guillermo Diaz,https://en.wikipedia.org/wiki/Guillermo_Diaz_(basketball),1985-03-04,1.88,84.0,Puerto Rican,,,,,,
Dan Dickau,https://en.wikipedia.org/wiki/Dan_Dickau,1978-09-16,1.83,82.0,American,,,,,,
Kaniel Dickens,https://en.wikipedia.org/wiki/Kaniel_Dickens,1978-07-21,2.03,107.0,American,,,,,,
Henry Dickerson,https://en.wikipedia.org/wiki/Henry_Dickerson,,,,,,,,,,
Michael Dickerson,https://en.wikipedia.org/wiki/Michael_Dickerson,1975-06-25,1.96,82.0,American,,,,,,
Clyde Dickey,https://en.wikipedia.org/wiki/Clyde_Dickey,,,,,,,,,,
Derrek Dickey,https://en.wikipedia.org/wiki/Derrek_Dickey,1951-03-20,2.01,99.0,American,1962.0,6.1,1575.0,4.9,346.0,1.1
Dick Dickey,https://en.wikipedia.org/wiki/Dick_Dickey,1926-10-26,1.85,79.0,American,127.0,2.8,81.0,1.8,50.0,1.1
John Dickson,https://en.wikipedia.org/wiki/John_Dickson_(basketball),1945-11-18,2.08,109.0,American,,,,,,
Travis Diener,https://en.wikipedia.org/wiki/Travis_Diener,1982-03-01,1.85,79.0,"American,Italian",854.0,4.8,243.0,1.4,432.0,2.4
Gorgui Dieng,https://en.wikipedia.org/wiki/Gorgui_Dieng,1990-01-18,2.11,109.0,Senegalese,,,,,,
Connie Dierking,https://en.wikipedia.org/wiki/Connie_Dierking,1936-10-02,2.06,101.0,American,7094.0,10.0,4757.0,6.7,1053.0,1.5
Coby Dietrick,https://en.wikipedia.org/wiki/Coby_Dietrick,1948-07-23,2.08,100.0,American,5140.0,6.1,3772.0,4.5,1740.0,2.1
Ernie DiGregorio,https://en.wikipedia.org/wiki/Ernie_DiGregorio,1951-01-15,1.83,82.0,American,2997.0,9.6,610.0,2.0,1594.0,5.1
Craig Dill,https://en.wikipedia.org/wiki/Craig_Dill,1944-12-17,2.11,98.0,American,,,,,,
Dwaine Dillard,https://en.wikipedia.org/wiki/Dwaine_Dillard,,,,,,,,,,
Mickey Dillard,https://en.wikipedia.org/wiki/Mickey_Dillard,1958-10-15,1.91,77.0,American,,,,,,
Bob Dille,https://en.wikipedia.org/wiki/Bob_Dille,1917-07-02,1.91,86.0,,,,,,,
John Dillon,https://en.wikipedia.org/wiki/Hook_Dillon,1924-01-08,1.91,82.0,American,,,,,,
Byron Dinkins,https://en.wikipedia.org/wiki/Byron_Dinkins,1967-06-15,1.85,,American,,,,,,
Jackie Dinkins,https://en.wikipedia.org/wiki/Jackie_Dinkins,1950-01-22,1.96,95.0,American,,,,,,
Harry Dinnel,https://en.wikipedia.org/wiki/Harry_Dinnel,,,,,,,,,,
Bill Dinwiddie,https://en.wikipedia.org/wiki/Bill_Dinwiddie,1943-07-15,2.01,100.0,,,,,,,
Spencer Dinwiddie,https://en.wikipedia.org/wiki/Spencer_Dinwiddie,1993-04-06,1.98,91.0,American,,,,,,
Ike Diogu,https://en.wikipedia.org/wiki/Ike_Diogu,1983-09-11,2.06,116.0,"Nigerian,American",,,,,,
DeSagana Diop,https://en.wikipedia.org/wiki/DeSagana_Diop,1982-01-30,2.13,127.0,Senegalese,,,,,,
Terry Dischinger,https://en.wikipedia.org/wiki/Terry_Dischinger,1940-11-21,2.01,86.0,American,9012.0,13.8,3646.0,5.6,1151.0,1.8
Fred Diute,https://en.wikipedia.org/wiki/Fred_Diute,"January 9, 1929",1.91,95.0,American,11.0,1.6,13.0,1.9,4.0,0.6
Vlade Divac,https://en.wikipedia.org/wiki/Vlade_Divac,1968-02-03,2.16,110.0,Serbian,13398.0,11.8,9326.0,8.2,,
Juan Dixon,https://en.wikipedia.org/wiki/Juan_Dixon,1978-10-09,1.91,75.0,American,,,,,,
Earl Dodd,https://en.wikipedia.org/wiki/Earl_Dodd,1924-11-01,1.96,79.0,American,,,,,,
